伙 huo3 6
伪 wei3 6
自 zi4 6
伊 yi1 6
血 "xue4, xie3" 6
向 xiang4 6
似 "si4, shi4" 7
后 hou4 6
行 "xing2, hang2, heng2" 6
舟 zhou1 6
全 quan2 6
会 "hui4, kuai4" 6
杀 sha1 6
合 "he2, ge3" 6
兆 zhao4 6
企 qi3 6
众 zhong4 6
爷 ye2 6
伞 san3 6
创 "chuang4, chuang1" 6
肌 ji1 6
肋 lei4 6
朵 duo3 6
杂 za2 6
危 wei1 6
旬 xun2 6
旨 zhi3 6
旭 xu4 6
负 fu4 6
匈 xiong1 6
名 ming2 6
各 ge4 6
多 duo1 6
争 zheng1 6
色 "se4, shai3" 6
壮 zhuang4 6
冲 "chong1, chong4" 6
妆 zhuang1 6
冰 bing1 6
庄 zhuang1 6
庆 qing4 6
亦 yi4 6
刘 liu2 6
齐 qi2 6
交 jiao1 6
衣 yi1 6
次 ci4 6
产 chan3 6
决 jue2 6
亥 hai4 6
充 chong1 6
妄 wang4 6
闭 bi4 6
问 wen4 6
闯 chuang3 6
羊 yang2 6
并 "bing4, bing1" 6
关 guan1 6
米 mi3 6
灯 deng1 6
州 zhou1 6
汗 "han4, han2" 6
污 wu1 6
江 jiang1 6
汛 xun4 6
池 chi2 6
汝 ru3 6
汤 tang1 6
忙 mang2 6
兴 "xing1, xing4" 6
宇 yu3 6
守 shou3 6
宅 zhai2 6
字 zi4 6
安 an1 6
讲 jiang3 6
讳 hui4 6
军 jun1 6
讶 ya4 6
许 xu3 6
讹 e2 6
论 "lun4, lun2" 6
讼 song4 6
农 nong2 6
讽 feng3 6
设 she4 6
访 fang3 6
诀 jue2 6
寻 xun2 6
那 "na4, na1" 7
迅 xun4 6
尽 "jin4, jin3" 6
导 dao3 6
异 yi4 6
弛 chi2 6
孙 sun1 6
阵 zhen4 7
阳 yang2 7
收 shou1 6
阶 jie1 7
阴 yin1 7
防 fang2 7
奸 jian1 6
如 ru2 6
妇 fu4 6
妃 fei1 6
好 "hao3, hao4" 6
她 ta1 6
妈 ma1 6
戏 xi4 6
羽 yu3 6
观 "guan1, guan4" 6
欢 huan1 6
买 mai3 6
红 hong2 6
驮 "duo4, tuo2" 6
纤 "xian1, qian4" 6
驯 xun4 6
约 "yue1, yao1" 6
级 ji2 6
纪 "ji4, ji3" 6
驰 chi2 6
纫 ren4 6
巡 xun2 6
寿 shou4 7
弄 "nong4, long4" 7
麦 mai4 7
玖 jiu3 7
玛 ma3 7
形 xing2 7
进 jin4 7
戒 jie4 7
吞 tun1 7
远 yuan3 7
违 wei2 7
韧 ren4 7
运 yun4 7
扶 fu2 7
抚 fu3 7
坛 tan2 7
技 ji4 7
坏 huai4 7
抠 kou1 7
扰 rao3 7
扼 e4 7
拒 ju4 7
找 zhao3 7
批 pi1 7
址 zhi3 7
扯 che3 7
走 zou3 7
抄 chao1 7
贡 gong4 7
汞 gong3 7
坝 ba4 7
攻 gong1 7
赤 chi4 7
折 "zhe2, she2, zhe1" 7
抓 zhua1 7
扳 ban1 7
抡 lun1 7
扮 ban4 7
抢 "qiang3, qiang1" 7
孝 xiao4 7
坎 kan3 7
均 jun1 7
抑 yi4 7
抛 pao1 7
投 tou2 7
坟 fen2 7
坑 keng1 7
抗 kang4 7
坊 "fang1, fang2" 7
抖 dou3 7
护 hu4 7
壳 "ke2, qiao4" 7
志 zhi4 7
块 kuai4 7
扭 niu3 7
声 sheng1 7
把 "ba3, ba4" 7
报 bao4 7
拟 ni3 8
却 que4 7
抒 shu1 7
劫 jie2 7
芙 fu2 7
芜 wu2 7
苇 wei3 7
芽 ya2 7
花 hua1 7
芹 qin2 7
芥 "jie4, gai4" 7
芬 fen1 7
苍 cang1 7
芳 fang1 7
严 yan2 7
芦 "lu2, lu3" 7
芯 "xin1, xin4" 7
劳 lao2 7
克 ke4 7
芭 ba1 7
苏 su1 7
杆 "gan1, gan3" 7
杠 gang4 7
杜 du4 7
材 cai2 7
村 cun1 7
杖 zhang4 7
杏 xing4 7
杉 "shan1, sha1" 7
巫 wu1 7
极 ji2 7
李 li3 7
杨 yang2 7
求 qiu2 7
甫 fu3 7
匣 xia2 7
更 "geng1, geng4" 7
束 shu4 7
吾 wu2 7
豆 dou4 7
两 liang3 7
酉 you3 7
丽 "li4, li2" 7
医 yi1 7
辰 chen2 7
励 li4 7
否 "fou3, pi3" 7
还 "huan2, hai2" 7
尬 ga4 7
歼 jian1 7
来 lai2 7
连 lian2 7
轩 xuan1 7
步 bu4 7
卤 lu3 7
坚 jian1 7
肖 "xiao4, xiao1" 7
旱 han4 7
盯 ding1 7
呈 cheng2 7
时 shi2 7
吴 wu2 7
助 zhu4 7
县 xian4 7
里 li3 8
呆 dai1 7
吱 "zhi1, zi1" 7
吠 fei4 7
呕 ou3 7
园 yuan2 7
旷 kuang4 7
围 wei2 7
呀 "ya1, ya5" 7
吨 dun1 7
足 zu2 7
邮 you2 8
男 nan2 7
困 kun4 7
吵 "chao3, chao1" 7
串 chuan4 7
员 "yuan2, yun4" 7
呐 na4 7
听 ting1 7
吟 yin2 7
吩 fen1 7
呛 "qiang1, qiang4" 7
吻 wen3 7
吹 chui1 7
呜 wu1 7
吭 "keng1, hang2" 7
吧 "ba1, ba5" 7
邑 yi4 7
吼 hou3 7
囤 "dun4, tun2" 7
别 "bie2, bie4" 7
吮 shun3 7
岖 qu1 7
岗 "gang3, gang1" 7
帐 zhang4 7
财 cai2 7
针 zhen1 7
钉 "ding1, ding4" 7
牡 mu3 7
告 gao4 7
我 wo3 7
乱 luan4 7
利 li4 7
秃 tu1 7
秀 xiu4 7
私 si1 7
每 mei3 7
兵 bing1 7
估 "gu1, gu4" 7
体 "ti3, ti1" 7
何 he2 7
佐 zuo3 7
佑 you4 7
但 dan4 7
伸 shen1 7
佃 dian4 7
作 "zuo4, zuo1" 7
伯 "bo2, bai3" 7
伶 ling2 7
佣 "yong1, yong4" 7
低 di1 7
你 ni3 7
住 zhu4 7
位 wei4 7
伴 ban4 7
身 shen1 7
皂 zao4 7
伺 "ci4, si4" 7
佛 "fo2, fu2" 7
囱 cong1 7
近 jin4 7
彻 che4 7
役 yi4 7
返 fan3 7
余 yu2 7
希 xi1 7
坐 zuo4 7
谷 gu3 7
妥 tuo3 7
含 han2 7
邻 lin2 8
岔 cha4 7
肝 gan1 7
肛 gang1 7
肚 "du4, du3" 7
肘 zhou3 7
肠 chang2 7
龟 "gui1, jun1, qiu1" 7
甸 dian4 7
免 mian3 7
狂 kuang2 7
犹 you2 7
狈 bei4 7
角 "jiao3, jue2" 7
删 shan1 7
条 tiao2 7
彤 tong2 7
卵 luan3 7
灸 jiu3 7
岛 dao3 7
刨 "bao4, pao2" 7
迎 ying2 7
饭 fan4 7
饮 "yin3, yin4" 7
系 "xi4, ji4" 7
言 yan2 7
冻 dong4 7
状 zhuang4 7
亩 mu3 7
况 kuang4 7
床 chuang2 7
库 ku4 7
庇 bi4 7
疗 liao2 7
吝 lin4 7
应 "ying4, ying1" 7
这 zhe4 7
冷 leng3 7
庐 lu2 7
序 xu4 7
辛 xin1 7
弃 qi4 7
冶 ye3 7
忘 wang4 7
闰 run4 7
闲 xian2 7
间 "jian1, jian4" 7
闷 "men4, men1" 7
判 pan4 7
兑 dui4 7
灶 zao4 7
灿 can4 7
灼 zhuo2 7
弟 di4 7
汪 wang1 7
沐 mu4 7
沛 pei4 7
汰 tai4 7
沥 li4 7
沙 "sha1, sha4" 7
汽 qi4 7
沃 wo4 7
沦 lun2 7
汹 xiong1 7
泛 fan4 7
沧 cang1 7
没 "mei2, mo4" 7
沟 gou1 7
沪 hu4 7
沈 shen3 7
沉 chen2 7
沁 qin4 7
怀 huai2 7
忧 you1 7
忱 chen2 7
快 kuai4 7
完 wan2 7
宋 song4 7
宏 hong2 7
牢 lao2 7
究 jiu1 7
穷 qiong2 7
灾 zai1 7
良 liang2 7
证 zheng4 7
启 qi3 7
评 ping2 7
补 bu3 7
初 chu1 7
社 she4 7
祀 si4 8
识 "shi2, zhi4" 7
诈 zha4 7
诉 su4 7
罕 han3 8
诊 zhen3 7
词 ci2 7
译 yi4 8
君 jun1 7
灵 ling2 7
即 ji2 8
层 ceng2 7
屁 pi4 7
尿 "niao4, sui1" 7
尾 "wei3, yi3" 7
迟 chi2 7
局 ju2 7
改 gai3 7
张 zhang1 7
忌 ji4 7
际 ji4 8
陆 "lu4, liu4" 8
阿 "a1, e1" 8
陈 chen2 8
阻 zu3 8
附 fu4 8
坠 zhui4 8
妓 ji4 7
妙 miao4 7
妖 yao1 7
姊 zi3 8
妨 fang2 7
妒 du4 7
努 nu3 7
忍 ren3 7
劲 "jin4, jing4" 7
矣 yi3 7
鸡 ji1 7
纬 wei3 7
驱 qu1 7
纯 chun2 7
纱 sha1 7
纲 gang1 7
纳 na4 7
驳 bo2 7
