乀 1
𠃋 1
乚 1
𠃍 1
𡿨 1
乛 1
𠄌 1
𠃊 1
丂 2
丄 2
丅 2
丆 2
𬺰 2
𠂉 2
丷 2
𠃌 2
㐅 2
𠂈 2
𠂇 2
𠂆 2
𠄠 2
刂 2
𠄐 2
丩 2
龴 2
𠂊 2
𰀪 2
𠘨 2
亻 2
𰆊 2
㔾 2
𠄎 2
𠘧 2
𠆢 2
𠤎 2
𢎘 2
巜 2
𫠠 2
𰛄 2
讠 2
丌 3
卄 3
𠀃 3
𫝀 3
𰀁 3
𰀂 3
𠂋 3
㐄 3
𠂎 3
𠂌 3
亇 3
亼 3
亽 3
𠃓 3
𠫓 3
卂 3
乇 3
卪 3
𠫔 3
𭕄 3
𡳾 3
𫶧 3
𡭔 3
𭠍 3
𫜹 3
忄 3
彑 3
巛 3
扌 3
龵 3
丬 3
氵 3
犭 3
纟 3
𧾷 3
阝 3
饣 3
𠀉 4
𰀡 4
𠂑 4
𠃜 4
𠂒 4
亖 4
仌 4
𭃂 4
仒 4
㓁 4
刅 4
𠔿 4
冃 4
𠔾 4
厃 4
𫧇 4
𠮛 4
厷 4
㕛 4
㕚 4
冘 4
𠤏 4
𠬝 4
卝 4
𫩏 4
內 4
龶 4
圡 4
夃 4
𡈼 4
㝉 4
𡯃 4
帀 4
㞢 4
㣺 4
朩 4
巿 4
攵 4
旡 4
𣥂 4
龰 4
爫 4
灬 4
牜 4
𤣩 4
犮 4
礻 4
耂 4
肀 4
龷 4
艹 4
辶 4
𧘇 4
𠠵 4
𣦵 4
𠀐 5
𠀎 5
𫠣 5
𠂔 5
𰀉 5
𫢉 5
㐌 5
冋 5
𰀢 5
冊 5
𰃮 5
𠬤 5
𠕁 5
㐱 5
匃 5
厈 5
𠬢 5
匛 5
卌 5
㕣 5
囙 5
𡗗 5
夲 5
𠁤 5
圤 5
龱 5
夰 5
龸 5
㠯 5
夗 5
戉 5
𢀖 5
𢆉 5
朮 5
氶 5
𤴔 5
𤴓 5
罒 5
𦉰 5
阞 5
钅 5
衤 5
氺 5
𢎨 5
𫠥 6
兊 6
𠂢 6
𠂤 6
㐫 6
𠇍 6
乑 6
㐆 6
㓞 6
龹 6
𰁜 6
厽 6
𠅃 6
劦 6
叒 6
𠫤 6
吂 6
吅 6
𠮷 6
夅 6
𪧷 6
𡰪 6
尗 6
𡿪 6
𡰯 6
弚 6
𢦏 6
𭥍 6
朿 6
屰 6
巟 6
𢆶 6
㡯 6
𭤨 6
汒 6
甶 6
𦓐 6
𦣞 6
䏌 6
𦈢 6
䏍 6
穵 6
𦍌 6
𥫗 6
肎 6
𧰨 6
䒑 6
𦥑 6
覀 6
𢀛 6
𡗞 6
𫥞 6
𢗀 6
冝 7
兌 7
𠤕 7
㐬 7
𠬶 7
呂 7
吳 7
囬 7
夋 7
妟 7
圼 7
㝴 7
寽 7
𭕆 7
夆 7
壯 7
旲 7
㡀 7
𣏃 7
𣦼 7
甹 7
犾 7
皃 7
𦣻 7
耴 7
肙 7
茾 7
䖝 7
𫔭 7
𡉼 7
𫹍 7
𥃭 7
𬎿 7
並 8
𠚍 8
匋 8
㐭 8
匊 8
𠦝 8
龺 8
厓 8
兒 8
咅 8
𫩠 8
坴 8
夌 8
㝵 8
㚘 8
𡬠 8
彔 8
㧜 8
昍 8
𢼄 8
昗 8
歨 8
㲎 8
炏 8
沝 8
㸚 8
㸒 8
爭 8
玨 8
牪 8
疌 8
𥃲 8
𥝢 8
𫂱 8
罙 8
𫇦 8
豖 8
臽 8
镸 8
𲂻 8
𠣜 8
𦙍 8
𤕰 8
𬎾 8
㒸 9
𠖇 9
単 9
匽 9
咠 9
垔 9
壴 9
𠱠 9
孨 9
㚇 9
𡱒 9
咢 9
怱 9
斿 9
𣢟 9
𡿺 9
敃 9
敄 9
昷 9
昬 9
枼 9
洰 9
爯 9
狊 9
畐 9
皅 9
䂞 9
𬙙 9
耎 9
𦭝 9
荅 9
臿 9
陏 9
迶 9
𱅑 9
𫥎 9
𬛸 9
𦙲 9
𣳾 9
冡 10
倠 10
冓 10
圂 10
𡨄 10
尃 10
𢼸 10
𢇁 10
㢆 10
欮 10
帯 10
𣬉 10
𣪊 10
𤰇 10
畟 10
㼌 10
㿟 10
𥁓 10
䀠 10
眔 10
𦐇 10
祘 10
䍃 10
砳 10
𦰩 10
𬶀 10
𩵋 10
𭔰 10
𭥴 10
𡭴 10
𥁑 10
𠩺 11
啇 11
𡕩 11
啚 11
屚 11
㣎 11
悤 11
桼 11
𢛳 11
悘 11
旉 11
強 11
欶 11
殸 11
殹 11
㳟 11
𤕻 11
畧 11
異 11
翏 11
習 11
虘 11
虖 11
豙 11
酓 11
𭾁 11
𥬥 11
兟 12
㗊 12
尌 12
尞 12
嵒 12
惢 12
棥 12
幾 12
朁 12
復 12
㷉 12
甤 12
猋 12
盙 12
絭 12
粦 12
虛 12
䖵 12
䖭 12
菐 12
賁 12
喿 13
媷 13
奧 13
𣎆 13
㨨 13
幹 13
畺 13
𤿺 13
睘 13
筳 13
睪 13
豦 13
號 13
遀 13
䩗 13
雋 13
䧹 13
豊 13
𩐁 13
㕡 14
僕 14
槀 14
𮅕 14
蒦 14
萠 14
臺 14
豩 14
貍 14
適 14
遠 14
嘼 15
巤 15
憂 15
熱 15
畾 15
穀 15
麃 15
縣 16
雔 16
鍂 16
韰 16
鬳 16
戲 17
毚 17
糞 17
韱 17
霝 17
巂 18
羴 18
豐 18
雚 18
夒 19
舋 19
