⿱ 我 wo3
⿱ 你 ni3
⿱ 是 shi4
⿱ 了 liao3
⿱ 不 bu4
⿱ 这 zhe4
⿱ 他 ta1
⿱ 在 zai4
⿱ 有 you3
⿱ 个 ge4
⿱ 好 hao3
⿱ 那 na4
⿱ 要 yao4
⿱ 会 hui4
⿱ 就 jiu4
⿱ 什 shen2
⿱ 没 mei2
⿱ 到 dao4
⿱ 说 shuo1
⿱ 吗 ma2
⿱ 想 xiang3
⿱ 能 neng2
⿱ 上 shang4
⿱ 去 qu4
⿱ 道 dao4
⿱ 她 ta1
⿱ 很 hen3
⿱ 看 kan4
⿱ 可 ke3
⿱ 知 zhi1
⿱ 得 de2
⿱ 吧 ba1
⿱ 还 huan2
⿱ 里 li3
⿱ 都 du1
⿱ 事 shi4
⿱ 子 zi3
⿱ 生 sheng1
⿱ 时 shi2
⿱ 样 yang4
⿱ 和 he2
⿱ 下 xia4
⿱ 真 zhen1
⿱ 做 zuo4
⿱ 啊 a1
⿱ 怎 zen3
⿱ 出 chu1
⿱ 点 dian3
⿱ 起 qi3
⿱ 天 tian1
⿱ 开 kai1
⿱ 让 rang4
⿱ 给 gei3
⿱ 但 dan4
⿱ 谢 xie4
⿱ 只 zhi3
⿱ 些 xie1
⿱ 如 ru2
⿱ 家 jia1
⿱ 后 hou4
⿱ 多 duo1
⿱ 意 yi4
⿱ 别 bie2
⿱ 所 suo3
⿱ 话 hua4
⿱ 自 zi4
⿱ 回 hui2
⿱ 然 ran2
⿱ 果 guo3
⿱ 走 zou3
⿱ 定 ding4
⿱ 听 ting1
⿱ 觉 jue2
⿱ 该 gai1
⿱ 当 dang1
⿱ 经 jing1
⿱ 妈 ma1
⿱ 用 yong4
⿱ 打 da3
⿱ 地 di4
⿱ 再 zai4
⿱ 因 yin1
⿱ 呢 ni2
⿱ 女 nü3
⿱ 告 gao4
⿱ 最 zui4
⿱ 手 shou3
⿱ 前 qian2
⿱ 行 xing2
⿱ 而 er2
⿱ 死 si3
⿱ 先 xian1
⿱ 像 xiang4
