他 ta1 ci2/zhou1/min3/tao1/ta1 "他 ta1 he; him (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); (literary) other
他们 ta1men5 they
其他 qi2ta1 other; (sth or sb) else; the rest
他人 ta1ren2 another; sb else; other people
他乡 ta1xiang1 foreign land; away from one's native place"
有 you3 xiu4/you3/tao1/tu2/ao4 "有 you3 to have; there is; (bound form) having; with; -ful; -ed
还有 hai2you3 furthermore; in addition; still; also
只有 zhi3you3 only have ...; there is only ...
所有 suo3you3 all; to have; to possess; to own
有些 you3xie1 some; somewhat"
她 ta1 chu3/an1/ta1/zhe2/jun1 "她 ta1 she
她们 ta1men5 they; them (for females)"
中 zhong1 tao1/wu1/jin3/zhong1/ban1 "中 zhong1 china; chinese; within; among; in; middle; center; while (doing sth); during; (dialect) ok; all right
中国 zhong1guo2 china
其中 qi2zhong1 among; in; included among these
中心 zhong1xin1 center; heart; core
心中 xin1zhong1 central point; in one's thoughts; in one's heart"
好 hao4 sha1/bin1/hao4/zhong1/chen2 "好 hao3 good; appropriate; proper; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello
不好 bu4hao3 no good
好像 hao3xiang4 as if; to seem like
最好 zui4hao3 best; (you) had better (do what we suggest)
只好 zhi3hao3 to have no other option but to ...; to have to; to be forced to"
做 zuo4 zuo4/bin1/qiu1/jin3 "做 zuo4 to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc); (of a thing) to serve as; to be used for; to assume (an air or manner)
做到 zuo4dao4 to accomplish; to achieve
做出 zuo4chu1 to put out; to issue
叫做 jiao4zuo4 to be called; to be known as
做饭 zuo4fan4 to prepare a meal; to cook"
将 jiang4 you3/jiang4/cha4/dang4/hu1 "将 jiang1 will; shall; to use; to take; to checkmate; just a short while ago
将来 jiang1lai2 in the future; future; the future
即将 ji2jiang1 on the eve of; to be about to; to be on the verge of
将军 jiang1jun1 (common place name); general; high-ranking military officer; to check or checkmate; fig. to embarrass; to challenge; to put sb on the spot
将近 jiang1jin4 almost; nearly; close to"
